lr,la,T*,P*,rhov*,rhol*,dHvap*,dUvap*
10.0,6.0,1.2408484586206896,0.0588357093103448,0.065026,0.613261,4.792022086206897,3.9831583501973187
10.0,6.0,1.3194981344827583,0.0842468169655172,0.099343,0.557077,3.953626606896551,3.256816927567848
10.0,6.0,1.3308649689655172,0.0881903467586207,0.105335,0.550473,3.831642368965517,3.1546137948018687
11.0,6.0,0.6796790224137931,0.0007993324872413,0.001192,0.852407,7.036211758620689,6.366568548663017
11.0,6.0,0.7003842475862069,0.0010956884827586,0.001591,0.844413,6.977049579310345,6.289668031678593
11.0,6.0,0.7601939779310346,0.0023875480310344,0.003236,0.820013,6.786632706896552,6.051735889648189
11.0,6.0,0.7799297365517242,0.0030834070137931,0.004101,0.811981,6.710754872413793,5.962685151599651
11.0,6.0,0.8402417213793104,0.0056653948551724,0.007134,0.786092,6.496122555172414,5.709189579754997
11.0,6.0,0.8605646372413793,0.0067639394689655,0.008376,0.777373,6.4191529448275855,5.620315825696949
11.0,6.0,0.9201973641379312,0.011669813,0.013954,0.750345,6.156932444827586,5.336179107517447
11.0,6.0,0.9400807796551724,0.0136596183793103,0.01618,0.741278,6.0564446,5.230643142408962
11.0,6.0,1.0005162644827588,0.0210860884827586,0.024436,0.712378,5.747174096551724,4.91386286786271
11.0,6.0,1.009664237241379,0.0223564126206896,0.02583,0.707209,5.692220920689655,4.858311891836663
11.0,6.0,1.079220851724138,0.0346173507241379,0.039788,0.669447,5.249729237931035,4.431394599288881
11.0,6.0,1.0891493448275862,0.0363970364137931,0.041746,0.663552,5.184564606896552,4.367547593563266
11.0,6.0,1.1605271137931037,0.0537332814482758,0.062965,0.620215,4.620890624137931,3.8541438326144752
11.0,6.0,1.1691572379310349,0.057064058137931,0.067726,0.613654,4.509227248275862,3.759645458899776
11.0,6.0,1.239527648275862,0.0801348728275862,0.101844,0.5589,3.7282756206896552,3.0848158368688283
11.0,6.0,1.2488233103448276,0.082282345137931,0.103926,0.550474,3.648669662068966,3.006405356461543
11.0,6.0,1.3180273827586206,0.1120375706896551,0.168468,0.464291,2.347613899655172,1.9238851464499729
12.0,6.0,0.6704594468965517,0.0010660894172413,0.001618,0.849388,6.7554363620689655,6.097798152855244
12.0,6.0,0.68965535,0.0014139312275862,0.002094,0.840721,6.693152068965517,6.01960406427428
12.0,6.0,0.6901822448275863,0.0014639520344827,0.002169,0.840987,6.686029434482759,6.012826881399562
12.0,6.0,0.7395488410344826,0.0027893269586206,0.003907,0.819071,6.517378975862068,5.806853825533324
12.0,6.0,0.7602995920689656,0.0034630067482758,0.004746,0.810322,6.440763396551724,5.7153685046686284
12.0,6.0,0.7599557862068965,0.0034016142862068,0.004659,0.81012,6.4462608310344836,5.720342908100228
12.0,6.0,0.8197658565517241,0.0066622567655172,0.008685,0.782505,6.201442413793103,5.442857200959893
12.0,6.0,0.8300137655172415,0.0072390335896551,0.009353,0.778157,6.159241031034482,5.394563968534925
12.0,6.0,0.8303423231034482,0.0071265683137931,0.009192,0.778244,6.161926896551724,5.395782972572395
12.0,6.0,0.890417482413793,0.0122013049999999,0.015165,0.748701,5.887155631034483,5.098882200824286
12.0,6.0,0.8995435603448275,0.0135521894827586,0.016842,0.743963,5.825476124137931,5.039026058793345
12.0,6.0,0.8997178303448274,0.013302314275862,0.016484,0.743934,5.833002413793103,5.043900060130276
12.0,6.0,0.9594498086206896,0.0210764889310344,0.0256,0.711887,5.5028478172413795,4.709153977455096
12.0,6.0,0.9799027848275862,0.0246110599655172,0.029869,0.701512,5.372586500000001,4.583702724840578
12.0,6.0,0.9797646948275862,0.0243141795517241,0.029443,0.700896,5.378200434482759,4.587085473579101
12.0,6.0,1.0293210034482758,0.0329725667931034,0.039644,0.671916,5.053795589655172,4.271151597145724
12.0,6.0,1.0502113068965515,0.0383236012068965,0.046578,0.659586,4.8818795379310345,4.117198732325758
12.0,6.0,1.0496537206896552,0.0381508599310344,0.046319,0.659548,4.8856190034482765,4.119808296749077
12.0,6.0,1.0991830137931036,0.0504360213793103,0.062181,0.625929,4.469187372413793,3.7386489561248855
12.0,6.0,1.1203197,0.0569382743103448,0.071408,0.611086,4.2634430344827585,3.559253103146041
12.0,6.0,1.120278662068965,0.0569751398620689,0.071552,0.61086,4.261907689655172,3.5589020691934485
12.0,6.0,1.1699239827586203,0.0729838546896551,0.095616,0.569542,3.707724089655173,3.072567212348421
12.0,6.0,1.1906997689655172,0.0811827725517241,0.110337,0.551697,3.4250093068965515,2.8363892501267367
13.0,6.0,0.6705226686206898,0.0013735504931034,0.002092,0.844076,6.506755475862069,5.85180986537081
13.0,6.0,0.6805403282758621,0.0017058584551724,0.002571,0.839646,6.467809631034482,5.80634128853672
13.0,6.0,0.7304044024137931,0.0032130533931034,0.004577,0.816408,6.28204558275862,5.583981312989557
13.0,6.0,0.7503464365517241,0.0040567912586206,0.005666,0.807029,6.203131303448276,5.49216955189895
13.0,6.0,0.8002162527586206,0.0072242097206896,0.009703,0.781973,5.98581388275862,5.250518700979476
13.0,6.0,0.8095615034482759,0.0078163091862068,0.010417,0.777543,5.9386540344827585,5.198364938364156
13.0,6.0,0.8601754865517242,0.0123525436896551,0.015965,0.751244,5.692387337931034,4.935103615746021
13.0,6.0,0.8801830079310345,0.014976629,0.019244,0.740119,5.580644713793104,4.822630875053912
13.0,6.0,0.9298228741379312,0.0213921420689655,0.026951,0.71193,5.295666062068965,4.531972106644482
13.0,6.0,0.9400983934482758,0.0233407004482758,0.029441,0.706407,5.225974658620689,4.466220316636608
13.0,6.0,0.989606907586207,0.0328364265172413,0.041408,0.67439,4.877685196551724,4.133378593393672
13.0,6.0,1.010844699310345,0.0375569912413793,0.047571,0.661412,4.715955510344828,3.983245146289222
13.0,6.0,1.060239296551724,0.0506718449310344,0.065621,0.62535,4.269197482758621,3.5780375923505137
13.0,6.0,1.069512548275862,0.0536925110344827,0.070218,0.617354,4.163017882758621,3.4853353617766785
13.0,6.0,1.120258127586207,0.0702666814827586,0.096234,0.574524,3.59661191724138,2.9887512661173874
13.0,6.0,1.1404020068965517,0.0786178648275862,0.112493,0.552208,3.2775957241379308,2.721096795315853
14.0,6.0,0.6601571434482758,0.0015941392034482,0.002473,0.844594,6.331539831034482,5.688809742250822
14.0,6.0,0.6799859965517241,0.0021549370827586,0.003266,0.834946,6.255185831034483,5.597957488793788
14.0,6.0,0.7197419882758622,0.0036657069965517,0.005323,0.815362,6.093065220689654,5.408906694159491
14.0,6.0,0.7400774013793103,0.0047506579689655,0.006777,0.805612,6.003166331034482,5.30806609453392
14.0,6.0,0.7803464306896551,0.0075016436862068,0.010372,0.784149,5.820400468965517,5.106707944870536
14.0,6.0,0.800045886551724,0.0089511058103448,0.012191,0.77368,5.725798272413793,5.003128942687429
14.0,6.0,0.840016245862069,0.012987702,0.017306,0.75173,5.510750003448276,4.777553147301505
14.0,6.0,0.8600979813793104,0.0154819347586206,0.020466,0.739675,5.39852171724138,4.662981478788427
14.0,6.0,0.9001557913793103,0.0212896441034482,0.027816,0.715264,5.154109403448276,4.418500106356077
14.0,6.0,0.920405851724138,0.0250005693793103,0.032658,0.702857,5.013656017241379,4.283699288919246
14.0,6.0,0.9598217706896552,0.0329144796206896,0.043065,0.676117,4.716877706896552,4.0012616591085886
14.0,6.0,0.9798449206896552,0.0383032250689655,0.050768,0.66228,4.534397644827586,3.8377572855259117
14.0,6.0,1.0196333862068965,0.0480968141724137,0.064327,0.630579,4.18701754137931,3.5155991111972336
14.0,6.0,1.0398495862068966,0.0547846801034482,0.07491,0.613181,3.9580034379310343,3.316008467123596
14.0,6.0,1.079437655172414,0.0690132794137931,0.099326,0.57515,3.456911996551724,2.882087935990624
14.0,6.0,1.0998559482758623,0.0765395503793103,0.113282,0.552448,3.176004841379311,2.638895997968259
14.0,6.0,1.141242427586207,0.0951620746551724,0.159806,0.496195,2.3661170586206897,1.9624156891518145
15.0,6.0,0.6594171093103448,0.0021260590931034,0.003325,0.841366,6.1471645172413805,5.510275162126092
15.0,6.0,0.680019448275862,0.0027433699103448,0.004185,0.831025,6.064625810344827,5.412402527717327
15.0,6.0,0.709803196551724,0.0041303056206896,0.006116,0.815207,5.937320503448276,5.267059146125862
15.0,6.0,0.7302217379310345,0.0054437610793103,0.00793,0.804586,5.843279220689656,5.163568329452013
15.0,6.0,0.7696807262068965,0.0081142673103448,0.011436,0.78245,5.65277672413793,4.953609866981827
15.0,6.0,0.7907283779310346,0.0097678654034482,0.013546,0.771338,5.554158020689655,4.8457330122298234
15.0,6.0,0.8198122717241378,0.0131523061034482,0.018005,0.753574,5.379731793103449,4.6667042696550025
15.0,6.0,0.840522764137931,0.0159490857241379,0.021699,0.741667,5.26020985862069,4.546699453606508
15.0,6.0,0.8794396968965518,0.0217368919655172,0.029233,0.715899,5.003367248275862,4.29015655080541
15.0,6.0,0.8996285551724138,0.0257154135172413,0.034655,0.702624,4.856385737931035,4.150944348871217
15.0,6.0,0.940586276551724,0.0343622806206896,0.046494,0.673057,4.543045658620689,3.8550305604791313
15.0,6.0,0.9494915589655172,0.0368983544827586,0.050241,0.666344,4.445178662068966,3.7661258441818566
15.0,6.0,1.0094396951724138,0.0542066273793103,0.076779,0.615595,3.844697010344828,3.226744165935558
15.0,6.0,1.0491322517241382,0.0689647333103448,0.103671,0.572467,3.302676424137931,2.757918929238623
15.0,6.0,1.0601848827586209,0.0730213131724138,0.111508,0.562442,3.160657251724138,2.6356336216425342
15.0,6.0,1.1105210862068964,0.0967441832068965,0.179383,0.478314,2.0225781803448273,1.685522662114213
15.0,6.0,1.118276448275862,0.101297617275862,0.205027,0.464018,1.6978547931034482,1.4220905088655427
16.0,6.0,0.6497318734482759,0.002243155,0.003565,0.843993,6.031704706896552,5.405146506747697
16.0,6.0,0.6706093572413793,0.0031040194206896,0.004824,0.833059,5.945008144827586,5.305280749331463
16.0,6.0,0.7000589106896552,0.0044360972586206,0.006683,0.816532,5.8124313206896545,5.154075864942831
16.0,6.0,0.7201612089655173,0.0058213136827586,0.008634,0.805182,5.714005724137932,5.047004161182005
16.0,6.0,0.7601907517241379,0.0088734477827586,0.01275,0.782197,5.5108179034482765,4.826205476705647
16.0,6.0,0.7697688665517242,0.0096563158413793,0.013775,0.776095,5.456179868965519,4.767619086849892
16.0,6.0,0.8100860310344828,0.0139535267241379,0.019453,0.751427,5.2346127448275865,4.535887779498428
16.0,6.0,0.8298568,0.0172143043448275,0.023965,0.738401,5.097209544827586,4.402212276370017
16.0,6.0,0.8595870631034482,0.0217099666896551,0.029947,0.716928,4.896789527586206,4.202125167243925
16.0,6.0,0.8800492248275861,0.0264602848620689,0.036817,0.704487,4.729239313793103,4.0481014904223
16.0,6.0,0.9095800820689656,0.0323684754482758,0.044986,0.681229,4.499967437931034,3.827958954962975
16.0,6.0,0.929455941724138,0.0378920471034482,0.05342,0.665315,4.302458231034482,3.6500885420639118
16.0,6.0,0.9699162744827586,0.0492343309655172,0.071024,0.631592,3.9066553413793104,3.2914011299921553
16.0,6.0,0.9796258958620688,0.0533426937241379,0.078639,0.620825,3.7628277,3.170426318033911
16.0,6.0,1.030134175862069,0.0714305184827586,0.112485,0.566989,3.102612175862069,2.593571758621058
16.0,6.0,1.0690506310344827,0.0894199835862068,0.160008,0.502437,2.2800296220689655,1.8991551960686734
16.0,6.0,1.078292975862069,0.0939202939655172,0.174507,0.474756,1.9940422489655172,1.6536672145461029
17.0,6.0,0.650242014137931,0.0026395857068965,0.00421,0.84134,5.894875689655173,5.271033070872042
17.0,6.0,0.6698007062068966,0.0035768060689655,0.005592,0.830097,5.801285627586206,5.165965403566693
17.0,6.0,0.6998290972413793,0.0051622240689655,0.007831,0.81246,5.662874941379311,5.010025074231187
17.0,6.0,0.7197709231034483,0.0066190014724137,0.009884,0.800722,5.559093724137931,4.897691716134605
17.0,6.0,0.7500333820689654,0.0090938742655172,0.013266,0.78231,5.402267165517241,4.728389195792988
17.0,6.0,0.759879206551724,0.0104929912068965,0.015289,0.775999,5.334773475862068,4.661985545042852
17.0,6.0,0.7995316765517241,0.015435232,0.022106,0.750297,5.0865269310344825,4.408861873127291
17.0,6.0,0.8096571882758621,0.0166837815862068,0.023761,0.743786,5.024311968965518,4.344593050547781
17.0,6.0,0.8495227993103448,0.0241994891034482,0.03454,0.715094,4.722499986206896,4.055718825258165
17.0,6.0,0.860109074137931,0.025454715,0.036031,0.707147,4.663470010344827,3.9929992961007175
17.0,6.0,0.8994982503448276,0.0347458495517241,0.049743,0.676122,4.319195120689655,3.6720777132540983
17.0,6.0,0.90977172,0.0375481948275862,0.054082,0.667452,4.220000672413793,3.58197403488546
17.0,6.0,0.9392301855172414,0.0460860515172413,0.067681,0.640271,3.911398003448276,3.3024465638739375
17.0,6.0,0.9595093296551724,0.0529171634827586,0.079563,0.621152,3.6730123793103457,3.0931067114232578
17.0,6.0,0.989024708275862,0.0642170762413793,0.101362,0.587304,3.2584705172413786,2.734270735884179
17.0,6.0,1.009345033448276,0.0724130383793103,0.119137,0.559905,2.931883972413793,2.4534017333359284
17.0,6.0,1.0489948551724138,0.0917387388275862,0.178908,0.488783,1.9847164155172416,1.6596340197194621
18.0,6.0,0.6499073448275863,0.0032825645034482,0.005277,0.839184,5.766464820689655,5.148325174589879
18.0,6.0,0.6705823565517242,0.0041465792517241,0.006513,0.827243,5.675124075862069,5.043474658923839
18.0,6.0,0.6902031427586206,0.0055492781482758,0.008576,0.815122,5.572505868965518,4.932243100507391
18.0,6.0,0.7099455634482759,0.0067967595551724,0.010306,0.802817,5.469359279310344,4.818330020977908
18.0,6.0,0.7400202668965518,0.0096687489793103,0.014386,0.78356,5.297518203448277,4.637763390288573
18.0,6.0,0.7598790824137931,0.0120403308620689,0.017757,0.770335,5.172623865517242,4.510192763886563
18.0,6.0,0.7904356544827587,0.0160454408965517,0.023376,0.750505,4.978674417241379,4.31364733369411
18.0,6.0,0.8003982786206896,0.0173497199310344,0.025142,0.742847,4.9197888482758625,4.253075355224265
18.0,6.0,0.8299574603448276,0.0227070652068965,0.032844,0.720018,4.691178889655173,4.0313545540917985
18.0,6.0,0.8501831286206897,0.0271293473793103,0.039405,0.705117,4.527409434482759,3.8774096467428216
18.0,6.0,0.8800353482758619,0.0339056953793103,0.049464,0.680089,4.268127686206896,3.6325204169499163
18.0,6.0,0.8901284713793103,0.0370743962068965,0.054675,0.670755,4.159396175862069,3.5365820031140376
18.0,6.0,0.919557293448276,0.0456902758965517,0.068789,0.642842,3.8416119655172416,3.248478358697429
18.0,6.0,0.9393045510344828,0.0524801338275862,0.080818,0.621412,3.6015918896551726,3.036682984866284
18.0,6.0,0.9796000086206896,0.068145045,0.112774,0.574469,3.014852662068966,2.5292133096480462
18.0,6.0,1.0192562303448276,0.0862832308965517,0.161689,0.50009,2.1687856844827587,1.8076841022503454
18.0,6.0,1.0290217827586206,0.0916842157586207,0.182464,0.476146,1.8557368989655176,1.5458133532260798
19.0,6.0,0.6404695341379311,0.0031098712655172,0.005065,0.842884,5.706928524137931,5.096625731824259
19.0,6.0,0.6600564262068965,0.0041757808827586,0.006666,0.831022,5.608079013793104,4.98667411245175
19.0,6.0,0.6902017048275861,0.0061773005,0.009596,0.812056,5.44759272413793,4.81146268660498
19.0,6.0,0.7093942217241379,0.0078556692275862,0.012033,0.798706,5.336504889655172,4.693496603204914
19.0,6.0,0.7296527634482759,0.0099065130896551,0.01499,0.785224,5.220802734482758,4.572544107184814
19.0,6.0,0.7499886668965515,0.0124279118965517,0.018649,0.772431,5.087064141379311,4.436741784789822
19.0,6.0,0.7797696496551724,0.0168141523103448,0.02501,0.750836,4.88108745862069,4.231184193080653
19.0,6.0,0.7906102006896552,0.0181168359310344,0.026755,0.742976,4.820911093103449,4.16815691330207
19.0,6.0,0.8204650568965517,0.0239626859310344,0.035453,0.720076,4.5837575310344825,3.941135435459009
19.0,6.0,0.8303535386206897,0.0256565729655172,0.037869,0.71229,4.507575893103448,3.8660871401820964
19.0,6.0,0.8593941417241381,0.0330636096896551,0.049431,0.686894,4.230867151724138,3.6101180088894558
19.0,6.0,0.8797480886206896,0.0383531016896551,0.057875,0.66854,4.035807079310345,3.4304869443975305
19.0,6.0,0.909946295862069,0.0476734348275862,0.073733,0.638214,3.700529882758621,3.128659584524784
19.0,6.0,0.9199772072413794,0.0509683077586206,0.079613,0.627828,3.5834012448275865,3.0243823866655344
19.0,6.0,0.9496234658620692,0.0633827868275862,0.105732,0.589718,3.1164154275862064,2.6244288002607905
19.0,6.0,0.9584321613793104,0.0672362016551724,0.114684,0.578742,2.962642675862069,2.492545543244905
20.0,6.0,0.6402845631034483,0.0035791973655172,0.005861,0.841651,5.599329637931035,4.992901907103863
20.0,6.0,0.6603343768965517,0.0047900461137931,0.00769,0.828376,5.498945472413793,4.8818350637607955
20.0,6.0,0.6806910224137931,0.0061957984724137,0.009766,0.815773,5.388306,4.761475601470702
20.0,6.0,0.7005730006896552,0.0078361476586206,0.01216,0.802228,5.277896717241379,4.6432446602727655
20.0,6.0,0.7302348351724138,0.0109331278275862,0.016663,0.781365,5.093514179310345,4.451374504557341
20.0,6.0,0.7405992079310344,0.0127424564482758,0.019428,0.774655,5.017165041379311,4.377733223641728
20.0,6.0,0.7703162455172414,0.0167212416896551,0.025145,0.752048,4.817490375862069,4.174731940520336
20.0,6.0,0.7795970441379312,0.0186387194137931,0.028097,0.743904,4.7356497,4.097334529427396
20.0,6.0,0.8098181527586207,0.0243301798965517,0.036616,0.720235,4.499614172413793,3.8689265277106903
20.0,6.0,0.819893455862069,0.0265646270689655,0.040069,0.711051,4.412106072413793,3.7864936873507027
20.0,6.0,0.8490930975862069,0.0341374083103448,0.05225,0.684135,4.124992310344828,3.5215434261394707
20.0,6.0,0.8605469693103448,0.0368248467931034,0.056417,0.675164,4.0319043586206895,3.43372036369203
20.0,6.0,0.9002126679310344,0.0495933235172413,0.07898,0.632741,3.5660370896551727,3.016493085324568
20.0,6.0,0.9293710244827588,0.0613918399655172,0.103896,0.596298,3.116365831034483,2.6284237458817863
20.0,6.0,0.9501694375862068,0.0697413999655172,0.122639,0.566586,2.788266693103448,2.3426849923899273
20.0,6.0,0.9798696313793104,0.084534702275862,0.168517,0.512683,2.097251995172414,1.7604998617429797
20.0,6.0,0.9898508903448278,0.0885886623448275,0.177641,0.478136,1.8561981231034483,1.5427824281848541
21.0,6.0,0.6397303979310345,0.0042292881896551,0.006979,0.839211,5.503239379310346,4.902276946634398
21.0,6.0,0.6600368755172413,0.0054722284793103,0.008856,0.826332,5.393547203448277,4.782257537399668
21.0,6.0,0.6807967693103448,0.0071038366689655,0.011297,0.812305,5.281734075862069,4.661654301319201
21.0,6.0,0.7003834320689656,0.0088648952344827,0.013886,0.798501,5.163239468965518,4.535936145059847
21.0,6.0,0.7196091968965518,0.0111325338275862,0.017268,0.784621,5.032363755172414,4.4018606188994855
21.0,6.0,0.7400267268965518,0.0138027994827586,0.021211,0.769584,4.900049537931035,4.267247140993319
21.0,6.0,0.7603101662068965,0.0168587213103448,0.025748,0.753934,4.760168506896551,4.127771032326338
21.0,6.0,0.7698873944827587,0.0187329429655172,0.028643,0.745832,4.675240724137931,4.046342867099934
21.0,6.0,0.7992763296551725,0.0248049308275862,0.038057,0.720852,4.423197227586207,3.805824139148549
21.0,6.0,0.809448272413793,0.027240077137931,0.041965,0.711765,4.331206351724138,3.720363324981807
21.0,6.0,0.8396946289655174,0.0346755914827586,0.053963,0.683785,4.049333831034483,3.457464210252829
21.0,6.0,0.8491566031034483,0.037771323,0.059401,0.675079,3.936911096551724,3.356991910070741
21.0,6.0,0.8797525486206895,0.0473646170344827,0.076623,0.641102,3.582799817241379,3.038528389051938
21.0,6.0,0.8900342889655173,0.0503967660344827,0.081913,0.630094,3.4668275586206887,2.93156302108315
21.0,6.0,0.9205042068965515,0.0635122394482758,0.111268,0.591128,2.979147955172414,2.515786223718826
21.0,6.0,0.9301170331034482,0.0681794805517241,0.123619,0.573468,2.7752808241379308,2.3426414591682025
21.0,6.0,0.9599590951724136,0.0809788507931034,0.15756,0.516632,2.1896593448275863,1.8324474804470563
21.0,6.0,0.9692086348275862,0.0863861717931034,0.17902,0.493447,1.8866922896551728,1.5792086628633744
22.0,6.0,0.6198547748275861,0.0034359597517241,0.005809,0.850647,5.5213192241379305,4.933869429213929
22.0,6.0,0.6406307427586206,0.0046341429137931,0.007668,0.837679,5.413945327586207,4.815129130687241
22.0,6.0,0.6601672148275862,0.0059403479896551,0.009647,0.823062,5.306636079310346,4.698081921268577
22.0,6.0,0.6802027255172414,0.0078856216620689,0.01264,0.809449,5.1842889103448275,4.570168399404957
22.0,6.0,0.6896414958620689,0.0086791538862068,0.013803,0.802567,5.122807134482759,4.504833874923482
22.0,6.0,0.7096837527586207,0.0110637206896551,0.01741,0.787371,4.991465396551725,4.370036069648665
22.0,6.0,0.7300581217241381,0.013511665137931,0.021016,0.772486,4.860191455172414,4.234759821133186
22.0,6.0,0.7502224606896553,0.0170002043793103,0.026392,0.75657,4.7043720379310345,4.082699808792468
22.0,6.0,0.7700791486206896,0.0204558240689655,0.031649,0.739887,4.54904342413793,3.9303566734667665
22.0,6.0,0.7894553234482758,0.0247453630689655,0.038467,0.723015,4.3755762,3.766513348734816
22.0,6.0,0.8003517968965518,0.027023049137931,0.042016,0.713712,4.287882555172414,3.6825843170977848
